,ISU_CD,ISU_SRT_CD,ISU_NM,ISU_ABBRV,ISU_ENG_NM,LIST_DD,ETF_OBJ_IDX_NM,IDX_CALC_INST_NM1,IDX_CALC_INST_NM2,ETF_REPLICA_METHD_TP_CD,IDX_MKT_CLSS_NM,IDX_ASST_CLSS_NM,LIST_SHRS,COM_ABBRV,CU_QTY,ETF_TOT_FEE,TAX_TP_CD
283,KR7236350005,236350,미래에셋 TIGER 인도레버리지증권상장지수투자신탁(주식혼합-파생형)(합성),TIGER 인도니프티50레버리지(합성),MIRAE ASSET TIGER SYNTH-INDIA LEVERAGE ETF,2016/05/13,Nifty 50 Index,NSE(NSE Indices Limited),2X 레버리지,합성(패시브),해외,주식,"1,020,000",미래에셋자산운용,"20,000",0.580000,배당소득세(보유기간과세)
284,KR7123310005,123310,미래에셋 TIGER 인버스 증권상장지수투자신탁(주식-파생형),TIGER 인버스,MIRAE ASSET TIGER INVERSE ETF,2010/03/29,코스피 200 선물지수,KRX,1X 인버스,실물(패시브),국내,주식,"7,700,000",미래에셋자산운용,"100,000",0.022000,배당소득세(보유기간과세)
285,KR7365000009,365000,미래에셋 TIGER 인터넷TOP10 증권상장지수투자신탁(주식),TIGER 인터넷TOP10,MIRAE ASSET TIGER KRX INTERNET K-NEW DEAL ETF,2020/10/07,KRX 인터넷 TOP 10 지수,KRX,일반,실물(패시브),국내,주식,"10,650,000",미래에셋자산운용,"50,000",0.400000,비과세
286,KR7241180009,241180,미래에셋 TIGER 일본니케이225증권상장지수투자신탁(주식-파생형),TIGER 일본니케이225,MIRAE ASSET TIGER NIKKEI225 ETF,2016/03/31,Nikkei 225,Nikkei,일반,실물(패시브),해외,주식,"10,800,000",미래에셋자산운용,"20,000",0.350000,배당소득세(해외주식투자전용ETF)
287,KR7465660009,465660,미래에셋 TIGER 일본반도체FACTSET증권상장지수투자신탁(주식),TIGER 일본반도체FACTSET,MIRAE ASSET TIGER Japan Semiconductor FACTSET ETF,2023/09/19,FactSet Japan Semiconductor Index(PR),FACTSET,일반,실물(패시브),해외,주식,"1,000,000",미래에셋자산운용,"50,000",0.490000,배당소득세(보유기간과세)
288,KR7292560000,292560,미래에셋 TIGER 일본엔선물특별자산상장지수투자신탁(엔-파생형),TIGER 일본엔선물,MIRAE ASSET TIGER JPYKRW FUTURES ETF,2018/04/17,엔선물지수,KRX,일반,실물(패시브),국내,통화,"18,300,000",미래에셋자산운용,"100,000",0.250000,배당소득세(보유기간과세)
289,KR7150460004,150460,미래에셋 TIGER 중국소비테마 증권상장지수투자신탁(주식),TIGER 중국소비테마,MIRAE ASSET TIGER CHINA CONSUMER ETF,2011/12/16,FnGuide 중국내수테마 지수,FnGuide,일반,실물(패시브),국내,주식,"14,430,000",미래에셋자산운용,"30,000",0.500000,비과세
290,KR7302190004,302190,미래에셋 TIGER 중장기국채증권상장지수투자신탁(채권-파생형),TIGER 중장기국채,MIRAE ASSET TIGER KTB 3-10 ETF,2018/07/20,KIS 국채 3-10년 지수(시장가격지수),KIS자산평가,일반,실물(패시브),국내,채권,"6,220,000",미래에셋자산운용,"20,000",0.150000,배당소득세(보유기간과세)
291,KR7157500000,157500,미래에셋 TIGER 증권 증권상장지수투자신탁(주식),TIGER 증권,MIRAE ASSET TIGER SECURITIES ETF,2012/05/16,FnGuide 증권 지수,FnGuide,일반,실물(패시브),국내,주식,"1,140,000",미래에셋자산운용,"20,000",0.400000,비과세
292,KR7307520007,307520,미래에셋 TIGER 지주회사증권상장지수투자신탁(주식),TIGER 지주회사,MIRAE ASSET TIGER HOLDINGS COMPANY ETF,2018/11/08,FnGuide 지주회사 지수,FnGuide,일반,실물(패시브),국내,주식,"500,000",미래에셋자산운용,"50,000",0.500000,비과세
293,KR7117690008,117690,미래에셋 TIGER 차이나 증권상장지수투자신탁(주식),TIGER 차이나항셍25,MIRAE ASSET TIGER CHINA ETF,2009/10/21,Hang Seng China (Hong Kong-listed) 25 Index,HangSeng,일반,실물(패시브),해외,주식,"450,000",미래에셋자산운용,"50,000",0.490000,배당소득세(해외주식투자전용ETF)
294,KR7245360003,245360,미래에셋 TIGER 차이나HSCEI증권상장지수투자신탁(주식-파생형),TIGER 차이나HSCEI,MIRAE ASSET TIGER CHINA H-SHARE ETF,2016/06/16,Hang Seng China H,HangSeng,일반,실물(패시브),해외,주식,"4,800,000",미래에셋자산운용,"50,000",0.350000,배당소득세(해외주식투자전용ETF)
295,KR7414780007,414780,미래에셋 TIGER 차이나과창판STAR50증권상장지수투자신탁(주식-파생형)(합성),TIGER 차이나과창판STAR50(합성),MIRAE ASSET TIGER SYNTH-CHINA STAR50 ETF,2022/01/13,STAR 50 Index(Price Return),CSI,일반,합성(패시브),해외,주식,"20,550,000",미래에셋자산운용,"50,000",0.090000,배당소득세(보유기간과세)
296,KR7371470006,371470,미래에셋 TIGER 차이나바이오테크SOLACTIVE증권상장지수투자신탁(주식-파생형),TIGER 차이나바이오테크SOLACTIVE,MIRAE ASSET TIGER CHINA BIOTECH SOLACTIVE ETF,2020/12/08,Solactive China Biotech Index(Net Total Return),Solactive,일반,실물(패시브),해외,주식,"6,560,000",미래에셋자산운용,"40,000",0.490000,배당소득세(보유기간과세)
297,KR7396520009,396520,미래에셋 TIGER 차이나반도체FACTSET증권상장지수투자신탁(주식-파생형),TIGER 차이나반도체FACTSET,MIRAE ASSET TIGER CHINA SEMICONDUCTOR FACTSET ETF,2021/08/10,FactSet China Semiconductor 지수(Net Total Return),FACTSET,일반,실물(패시브),해외,주식,"3,000,000",미래에셋자산운용,"40,000",0.490000,배당소득세(보유기간과세)
298,KR7371460007,371460,미래에셋 TIGER 차이나전기차SOLACTIVE증권상장지수투자신탁(주식-파생형),TIGER 차이나전기차SOLACTIVE,MIRAE ASSET TIGER CHINA ELECTRIC VEHICLE SOLACTIVE ETF,2020/12/08,Solactive China Electric Vehicle and Battery Index(Net Total Return),Solactive,일반,실물(패시브),해외,주식,"253,240,000",미래에셋자산운용,"40,000",0.490000,배당소득세(보유기간과세)
299,KR7456680008,456680,미래에셋 TIGER 차이나전기차레버리지증권상장지수투자신탁(주식혼합-파생형)(합성),TIGER 차이나전기차레버리지(합성),MIRAE ASSET TIGER SYNTH-China EV LEVERAGE ETF,2023/05/09,Solactive China Electric Vehicle and Battery Index(Net Total Return),Solactive,2X 레버리지,합성(패시브),해외,주식,"6,700,000",미래에셋자산운용,"10,000",0.580000,배당소득세(보유기간과세)
300,KR7396510000,396510,미래에셋 TIGER 차이나클린에너지SOLACTIVE증권상장지수투자신탁(주식-파생형),TIGER 차이나클린에너지SOLACTIVE,MIRAE ASSET TIGER CHINA CLEAN ENERGY SOLACTIVE ETF,2021/08/10,Solactive China Clean Energy 지수(Net Total Return),Solactive,일반,실물(패시브),해외,주식,"3,640,000",미래에셋자산운용,"40,000",0.490000,배당소득세(보유기간과세)
301,KR7438320004,438320,미래에셋 TIGER 차이나항셍테크레버리지증권상장지수투자신탁(주식혼합-파생)(합성 H),TIGER 차이나항셍테크레버리지(합성 H),MIRAE ASSET TIGER SYNTH-China HSTECH LEVERAGE ETF(H),2022/08/23,Hang Seng TECH Index,HangSeng,2X 레버리지,합성(패시브),해외,주식,"3,620,000",미래에셋자산운용,"10,000",0.580000,배당소득세(보유기간과세)
302,KR7371160003,371160,미래에셋 TIGER 차이나항셍테크증권상장지수투자신탁(주식),TIGER 차이나항셍테크,MIRAE ASSET TIGER China Hang Seng TECH ETF,2020/12/16,Hang Seng TECH Index,HangSeng,일반,실물(패시브),해외,주식,"101,300,000",미래에셋자산운용,"50,000",0.090000,배당소득세(보유기간과세)
303,KR7166400002,166400,미래에셋 TIGER 커버드콜5%OTM증권상장지수투자신탁(주식-파생형),TIGER 200커버드콜5%OTM,MIRAE ASSET TIGER COVERED C200 ETF,2012/10/25,코스피 200 커버드콜 5% OTM,KRX,일반,실물(패시브),국내,주식,"500,000",미래에셋자산운용,"100,000",0.380000,배당소득세(보유기간과세)
304,KR7233160001,233160,미래에셋 TIGER 코스닥150 레버리지증권상장지수투자신탁(주식-파생형),TIGER 코스닥150 레버리지,MIRAE ASSET TIGER KOSDAQ150 LEVERAGE ETF,2015/12/17,코스닥 150,KRX,2X 레버리지,실물(패시브),국내,주식,"4,400,000",미래에셋자산운용,"50,000",0.320000,배당소득세(보유기간과세)
305,KR7232080002,232080,미래에셋 TIGER 코스닥150 증권상장지수투자신탁(주식),TIGER 코스닥150,MIRAE ASSET TIGER KOSDAQ150 ETF,2015/11/12,코스닥 150,KRX,일반,실물(패시브),국내,주식,"9,880,000",미래에셋자산운용,"20,000",0.190000,비과세
306,KR7261060008,261060,미래에셋 TIGER 코스닥150IT증권상장지수투자신탁(주식),TIGER 코스닥150IT,MIRAE ASSET TIGER KOSDAQ150IT ETF,2016/12/15,코스닥 150 정보기술,KRX,일반,실물(패시브),국내,주식,"220,000",미래에셋자산운용,"20,000",0.400000,비과세
307,KR7261070007,261070,미래에셋 TIGER 코스닥150바이오테크증권상장지수투자신탁(주식),TIGER 코스닥150바이오테크,MIRAE ASSET TIGER KOSDAQ150BIOTECH ETF,2016/12/15,코스닥 150 헬스케어,KRX,일반,실물(패시브),국내,주식,"2,460,000",미래에셋자산운용,"20,000",0.400000,비과세
308,KR7250780004,250780,미래에셋 TIGER 코스닥150인버스증권상장지수투자신탁(주식-파생형),TIGER 코스닥150선물인버스,MIRAE ASSET TIGER KOSDAQ150 INVERSE ETF,2016/08/10,F-코스닥150 지수,KRX,1X 인버스,실물(패시브),국내,주식,"5,250,000",미래에셋자산운용,"50,000",0.320000,배당소득세(보유기간과세)
309,KR7461580003,461580,미래에셋 TIGER 코스닥글로벌증권상장지수투자신탁(주식),TIGER 코스닥글로벌,MIRAE ASSET TIGER KOSDAQ GLOBAL ETF,2023/06/29,코스닥 글로벌 지수,KRX,일반,실물(패시브),국내,주식,"900,000",미래에셋자산운용,"50,000",0.150000,비과세
310,KR7277640009,277640,미래에셋 TIGER 코스피대형주증권상장지수투자신탁(주식),TIGER 코스피대형주,MIRAE ASSET TIGER KOSPI LARGECAP ETF,2017/08/31,코스피 대형주,KRX,일반,실물(패시브),국내,주식,"450,000",미래에셋자산운용,"50,000",0.290000,비과세
311,KR7277650008,277650,미래에셋 TIGER 코스피중형주증권상장지수투자신탁(주식),TIGER 코스피중형주,MIRAE ASSET TIGER KOSPI MIDCAP ETF,2017/08/31,코스피 중형주,KRX,일반,실물(패시브),국내,주식,"400,000",미래에셋자산운용,"50,000",0.290000,비과세
312,KR7277630000,277630,미래에셋 TIGER 코스피증권상장지수투자신탁(주식),TIGER 코스피,MIRAE ASSET TIGER KOSPI ETF,2017/08/31,코스피,KRX,일반,실물(패시브),국내,주식,"5,500,000",미래에셋자산운용,"50,000",0.150000,비과세
313,KR7376410007,376410,미래에셋 TIGER 탄소효율그린뉴딜증권상장지수투자신탁(주식),TIGER 탄소효율그린뉴딜,MIRAE ASSET TIGER CARBON EFFICIENT GREEN NEWDEAL ETF,2021/02/05,KRX/S&P 탄소효율 그린뉴딜지수,KRX,일반,실물(패시브),국내,주식,"1,900,000",미래에셋자산운용,"100,000",0.090000,비과세
314,KR7447770009,447770,미래에셋 TIGER 테슬라채권혼합Fn증권상장지수투자신탁(채권혼합),TIGER 테슬라채권혼합Fn,MIRAE ASSET TIGER TESLA Balanced ETF,2022/11/29,FnGuide 테슬라채권혼합 지수,FnGuide,일반,실물(패시브),국내&해외,혼합자산,"7,450,000",미래에셋자산운용,"50,000",0.250000,배당소득세(보유기간과세)
315,KR7438330003,438330,미래에셋 TIGER 투자등급회사채액티브증권상장지수투자신탁(채권),TIGER 투자등급회사채액티브,MIRAE ASSET TIGER INVESTMENT GRADE CORPORATE BOND ACTIVE ETF,2022/08/23,KIS 투자등급회사채 지수(총수익),KIS자산평가,일반,실물(액티브),국내,채권,"1,170,000",미래에셋자산운용,"1,000",0.100000,배당소득세(보유기간과세)
316,KR7387280001,387280,미래에셋 TIGER 퓨처모빌리티액티브증권상장지수투자신탁(주식),TIGER 퓨처모빌리티액티브,MIRAE ASSET TIGER FUTURE MOBILITY ACTIVE ETF,2021/05/25,FnGuide 퓨처모빌리티 지수,FnGuide,일반,실물(액티브),국내,주식,"2,850,000",미래에셋자산운용,"10,000",0.770000,배당소득세(보유기간과세)
317,KR7449690007,449690,미래에셋 TIGER 한중반도체증권상장지수투자신탁(주식-파생형)(합성),TIGER 한중반도체(합성),MIRAE ASSET TIGER SYNTH KOREA-CHINA SEMICONDUCTOR ETF,2022/12/22,KRX CSI 한·중 반도체지수,KRX,일반,합성(패시브),국내&해외,주식,"850,000",미래에셋자산운용,"10,000",0.350000,배당소득세(보유기간과세)
318,KR7449680008,449680,미래에셋 TIGER 한중전기차증권상장지수투자신탁(주식-파생형)(합성),TIGER 한중전기차(합성),MIRAE ASSET TIGER SYNTH KOREA-CHINA EV ETF,2022/12/22,KRX CSI 한·중 전기차지수,KRX,일반,합성(패시브),국내&해외,주식,"950,000",미래에셋자산운용,"10,000",0.350000,배당소득세(보유기간과세)
319,KR7143860005,143860,미래에셋 TIGER 헬스케어 증권상장지수투자신탁(주식),TIGER 헬스케어,MIRAE ASSET TIGER HEALTH CARE ETF,2011/07/18,KRX 헬스케어,KRX,일반,실물(패시브),국내,주식,"7,520,000",미래에셋자산운용,"20,000",0.400000,비과세
320,KR7138540000,138540,미래에셋 TIGER 현대차그룹+ 증권상장지수투자신탁(주식),TIGER 현대차그룹+펀더멘털,MIRAE ASSET TIGER HYUNDAI MOTOR GROUP+ ETF,2011/03/10,MKF 현대차그룹+ FW,FnGuide,일반,실물(패시브),국내,주식,"5,720,000",미래에셋자산운용,"20,000",0.150000,비과세
321,KR7228790002,228790,미래에셋 TIGER 화장품 증권상장지수투자신탁(주식),TIGER 화장품,MIRAE ASSET TIGER COSMETICS ETF,2015/10/07,WISE 화장품 지수,WiseFn,일반,실물(패시브),국내,주식,"27,450,000",미래에셋자산운용,"30,000",0.500000,비과세
322,KR7394670004,394670,미래에셋 TIGER글로벌리튬&2차전지SOLACTIVE증권상장지수투자신탁(주식-파생형)(합성),TIGER 글로벌리튬&2차전지SOLACTIVE(합성),MIRAE ASSET TIGER SYNTH-GLOBAL LITHIUM & BATTERY TECH SOLACTIVE ETF,2021/07/20,Solactive Global Lithium 지수(Net Total Return),Solactive,일반,합성(패시브),해외,주식,"47,600,000",미래에셋자산운용,"40,000",0.490000,배당소득세(보유기간과세)
323,KR7394660005,394660,미래에셋 TIGER글로벌자율주행&전기차SOLACTIVE증권상장지수투자신탁(주식-파생형),TIGER 글로벌자율주행&전기차SOLACTIVE,MIRAE ASSET TIGER GLOBAL AUTONOMOUS & ELECTRIC VEHICLES SOLACTIVE ETF,2021/07/20,Solactive Autonomous & Electric Vehicles 지수(Net Total Return),Solactive,일반,실물(패시브),해외,주식,"33,520,000",미래에셋자산운용,"40,000",0.490000,배당소득세(보유기간과세)
324,KR7276000007,276000,미래에셋 TIGER모닝스타글로벌자원생산기업증권상장지수투자신탁(주식-파생형)(합성H),TIGER 글로벌자원생산기업(합성 H),MIRAE ASSET TIGER SYNTH-MORNINGSTAR GLOBAL UPSTREAM NATURAL RESOURCES ETF(H),2017/08/01,MorningStar Global Upstream Resources Index(PR),MorningStar,일반,합성(패시브),해외,주식,"800,000",미래에셋자산운용,"50,000",0.400000,배당소득세(보유기간과세)
325,KR7449170000,449170,미래에셋TIGER KOFR금리액티브증권상장지수투자신탁(채권혼합-파생형)(합성),TIGER KOFR금리액티브(합성),MIRAE ASSET TIGER SYNTH-KOFR ACTIVE ETF,2022/11/30,KOFR 지수,한국예탁결제원,일반,합성(액티브),국내,기타,"48,578,000",미래에셋자산운용,"1,000",0.030000,배당소득세(보유기간과세)
326,KR7471780007,471780,미래에셋TIGER 코리아테크액티브증권상장지수투자신탁(주식),TIGER 코리아테크액티브,MIRAE ASSET TIGER Korea Tech Active ETF,2023/11/28,KRX 정보기술,KRX,일반,실물(액티브),국내,주식,"1,460,000",미래에셋자산운용,"10,000",0.770000,배당소득세(보유기간과세)
327,KR7139260004,139260,미래에셋TIGER200IT증권상장지수투자신탁(주식),TIGER 200 IT,MIRAE ASSET TIGER 200 IT ETF,2011/04/06,코스피 200 정보기술,KRX,일반,실물(패시브),국내,주식,"25,340,000",미래에셋자산운용,"20,000",0.400000,비과세
328,KR7139220008,139220,미래에셋TIGER200건설증권상장지수투자신탁(주식),TIGER 200 건설,MIRAE ASSET TIGER 200 CONSTRUCTIONS ETF,2011/04/06,코스피 200 건설,KRX,일반,실물(패시브),국내,주식,"5,880,000",미래에셋자산운용,"20,000",0.400000,비과세
329,KR7139290001,139290,미래에셋TIGER200경기소비재증권상장지수투자신탁(주식),TIGER 200 경기소비재,MIRAE ASSET TIGER 200 CONSUMER DISCRETIONARY ETF,2011/04/06,코스피 200 경기소비재,KRX,일반,실물(패시브),국내,주식,"300,000",미래에셋자산운용,"20,000",0.400000,비과세
330,KR7139270003,139270,미래에셋TIGER200금융증권상장지수투자신탁(주식),TIGER 200 금융,MIRAE ASSET TIGER 200 FINANCIALS ETF,2011/04/06,코스피 200 금융,KRX,일반,실물(패시브),국내,주식,"1,760,000",미래에셋자산운용,"20,000",0.400000,비과세
331,KR7139250005,139250,미래에셋TIGER200에너지화학증권상장지수투자신탁(주식),TIGER 200 에너지화학,MIRAE ASSET TIGER 200 ENERGY & CHEMICALS ETF,2011/04/06,코스피 200 에너지/화학,KRX,일반,실물(패시브),국내,주식,"3,980,000",미래에셋자산운용,"20,000",0.400000,비과세
332,KR7139230007,139230,미래에셋TIGER200중공업증권상장지수투자신탁(주식),TIGER 200 중공업,MIRAE ASSET TIGER 200 HEAVY INDUSTRY ETF,2011/04/06,코스피 200 중공업,KRX,일반,실물(패시브),국내,주식,"21,160,000",미래에셋자산운용,"20,000",0.400000,비과세
333,KR7139240006,139240,미래에셋TIGER200철강소재증권상장지수투자신탁(주식),TIGER 200 철강소재,MIRAE ASSET TIGER 200 STEELS & MATERIALS ETF,2011/04/06,코스피 200 철강/소재,KRX,일반,실물(패시브),국내,주식,"1,160,000",미래에셋자산운용,"20,000",0.400000,비과세
